,title,paper_file,video_file,subtitle_file,video_url,data_imported
148,Personal Space in Play: Physical and Digital Boundaries in Large-Display Cooperative and ...,,./video/148.mp4,./__subtitles/148.srt,https://www.youtube.com/watch?v=NNdc6B7KAb8,N
149,Do You Feel Like Passing Through Walls?: Effect of Self-Avatar Appearance on Facilitating ...,,./video/149.mp4,./__subtitles/149.srt,https://www.youtube.com/watch?v=O3E1tgdHQ6U,N
150,Trigeminal-based Temperature Illusions,,./video/150.mp4,./__subtitles/150.srt,https://www.youtube.com/watch?v=5adl0DeCi3M,N
151,Techniques for Flexible Responsive Visualization Design,,./video/151.mp4,./__subtitles/151.srt,https://www.youtube.com/watch?v=EcqJxoK0nng,N
152,"Senorita: A Chorded Keyboard for Sighted, Low Vision, and Blind Mobile Users",,./video/152.mp4,./__subtitles/152.srt,https://www.youtube.com/watch?v=RNU5Hn6skoc,N
153,Informing the Design of a Personalized Privacy Assistant for the Internet of Things,,./video/153.mp4,./__subtitles/153.srt,https://www.youtube.com/watch?v=t2xF7tq15bU,N
154,The DELAY Framework: Designing for Extended LAtencY,,./video/154.mp4,./__subtitles/154.srt,https://www.youtube.com/watch?v=I4O1XPLjcBU,N
155,Improving Crowd-Supported GUI Testing with Structural Guidance,,./video/155.mp4,./__subtitles/155.srt,https://www.youtube.com/watch?v=SkGDyA7_U8w,N
156,Understanding what you feel: A Mobile Audio-Tactile System for Graphics Used at Schools with ...,,./video/156.mp4,./__subtitles/156.srt,https://www.youtube.com/watch?v=5szASUmEdY4,N
157,Will Deleting History Make Alexa More Trustworthy?: Effects of Privacy and Content Customization ...,,./video/157.mp4,./__subtitles/157.srt,https://www.youtube.com/watch?v=YZRqNeWIAGg,N
158,I am Not an Object: Reframing 3D Body Scanning for Co-Design,,./video/158.mp4,./__subtitles/158.srt,https://www.youtube.com/watch?v=84dqGyC9EL0,N
159,Touché: Data-Driven Interactive Sword Fighting in Virtual Reality,,./video/159.mp4,./__subtitles/159.srt,https://www.youtube.com/watch?v=QY0Rae0S4do,N
160,'I Just Want to Hack Myself to Not Get Distracted': Evaluating Design Interventions for ...,,./video/160.mp4,./__subtitles/160.srt,https://www.youtube.com/watch?v=rC1Fy0UwpnU,N
161,Adaptive Photographic Composition Guidance,,./video/161.mp4,./__subtitles/161.srt,https://www.youtube.com/watch?v=mnmHnWuP9Mo,N
162,How Mandatory Second Factor Affects the Authentication User Experience,,./video/162.mp4,./__subtitles/162.srt,https://www.youtube.com/watch?v=gNJwPoSLVVw,N
163,"Explore, Create, Annotate: Designing Digital Drawing Tools with Visually Impaired People",,./video/163.mp4,./__subtitles/163.srt,https://www.youtube.com/watch?v=J2cG7DOqOz4,N
